Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,4,stress_level,stress_level_time,"1091481720",s,stress_level_value,"0",,unknown,"100",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091481720",,respiration_rate,"13.19",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"45176",s,heart_rate,"33",bpm,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"152|43|0|224",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"128|32|5|208",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"40|128|0|208",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"24|3|0|224",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"128|32|5|208",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"188|23|3|208",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"170|0|64|224",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"88|0|0|224",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"128|32|5|208",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"24|59|0|208",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"1091481720",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091481780",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091481780",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"44|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"1091481780",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091481840",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091481840",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"45296",s,heart_rate,"0",bpm,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091481900",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091481900",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"138|255|255|255",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091481960",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091481960",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"170|0|64|224",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482020",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"2",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482020",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"1091482020",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,6,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482080",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"2",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482080",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"48|132|0|176",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482140",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"2",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482140",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"138|255|255|255",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482200",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"2",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482200",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"42|5|64|224",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482260",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"2",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482260",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"254|0|4|240",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"88|0|0|224",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"128|32|5|208",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"10|153|3|208",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"1091482260",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482320",s,stress_level_value,"-1",,unknown,"101",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482320",,respiration_rate,"-2.0",breaths/min,,,,,,,,,,,,,,,,,,,
Definition,2,unknown,unknown,25,,,,,,,,,,,,,,,,,,,,,,,
Data,2,unknown,unknown,"208|178|14|65|2|2|96|168|168|248|248|91|0|0|0|0|0|249|249|248|248|248|17|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,2,unknown,unknown,"208|178|14|65|2|2|6|168|168|248|248|91|0|0|0|0|0|249|248|248|249|249|1|0|2",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"0|0|0|176",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482380",s,stress_level_value,"71",,unknown,"-61",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482380",,respiration_rate,"12.54",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"45836",s,heart_rate,"85",bpm,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"106|134|64|224",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1091482440",s,stress_level_value,"45",,unknown,"-26",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1091482440",,respiration_rate,"13.13",breaths/min,,,,,,,,,,,,,,,,,,,
