Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,4,monitoring,timestamp_16,"13444",s,heart_rate,"94",bpm,,,,,,,,,,,,,,,,,,,
Data,5,unknown,unknown,"10|0|0|24",,,,,,,,,,,,,,,,,,,,,,,
Definition,1,monitoring,timestamp,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"1091908740",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,
Data,2,ohr_settings,timestamp,"1091908740",s,enabled,"1",,,,,,,,,,,,,,,,,,,,
Definition,2,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,2,monitoring,timestamp,"1091908740",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"6975.0",s,active_calories,"525",kcal,duration_min,"1319",min,activity_type,"0",,,,,
Data,2,monitoring,timestamp,"1091908740",s,distance,"11947.79",m,steps,"13560",cycles,active_time,"16979.0",s,active_calories,"1318",kcal,duration_min,"1319",min,activity_type,"6",,,,,
Data,2,monitoring,timestamp,"1091908740",s,distance,"50.22",m,steps,"38",cycles,active_time,"10.0",s,active_calories,"0",kcal,duration_min,"1319",min,activity_type,"1",,,,,
Definition,3,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp,"1091908740",s,unknown,"89620",,unknown,"61236",,,,,,,,,,,,,,,,,
Definition,4,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,4,monitoring,timestamp,"1091908740",s,unknown,"0",,unknown,"1",,,,,,,,,,,,,,,,,
Definition,5,monitoring_hr_data,timestamp,1,,resting_heart_rate,1,,current_day_resting_heart_rate,1,,,,,,,,,,,,,,,,,
Data,5,monitoring_hr_data,timestamp,"1091908740",s,resting_heart_rate,"53",bpm,current_day_resting_heart_rate,"54",bpm,,,,,,,,,,,,,,,,
Definition,6,unknown,unknown,25,,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"150|52|21|65|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"150|52|21|65|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
